,Reference,Site Type,Latitude,Longitude,DateTime,Altitude,Discharge,Stream Slope,Width,Depth,Flow Velocity,Wind Speed,POC,DOC,TOC,pH,Water Temperature,Air Temperature,DO,Chl a,CO2,k,k600,CO2 Flux,CO2 Flux.1,Source,geometry
207,"Alin and Richey, 2012",approximately 1 km across river; 10-20 m offshore,-3.405,-58.771,20050719,13.2,,,,,,3.9,,,,,29.9,30.2,,,2978.3,,6.712,3035.02,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-58.771 -3.405)
208,"Alin and Richey, 2012",approximately 1 km across river,-3.472,-58.778,20050719,16.6,,,,,,0.8,,,,,29.7,26.8,,,2901.4,,1.928,745.51,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-58.778 -3.472)
209,"Alin and Richey, 2012",approximately 1 km across river,-3.472,-58.778,20050719,16.6,,,,,,0.8,,,,,29.7,26.8,,,2901.4,,1.472,601.71,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-58.778 -3.472)
210,"Alin and Richey, 2012",approximately 1 km across river,-3.472,-58.778,20050719,16.6,,,,,,0.8,,,,,29.7,26.8,,,2901.4,,2.56,995.28,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-58.778 -3.472)
211,"Alin and Richey, 2012",approximately 1 km across river,-3.472,-58.778,20050719,16.6,,,,,,0.8,,,,,29.7,26.8,,,2901.4,,1.896,817.41,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-58.778 -3.472)
212,"Alin and Richey, 2012",mainstem of Solimoes river; upstream of confluence with Negro,-3.285,-60.041,20050721,17.8,,,,,,1.0,,,,,28.6,29.3,,,5810.0,,2.336,2058.67,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-60.041 -3.285)
213,"Alin and Richey, 2012",mainstem of Solimoes river; upstream of confluence with Negro,-3.285,-60.041,20050721,17.8,,,,,,1.0,,,,,28.6,29.3,,,5810.0,,2.6,2607.4,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-60.041 -3.285)
214,"Alin and Richey, 2012",mainstem of Solimoes river; upstream of confluence with Negro,-3.285,-60.041,20050721,17.8,,,,,,1.0,,,,,28.6,29.3,,,5810.0,,2.144,2145.71,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-60.041 -3.285)
215,"Alin and Richey, 2012",mainstem of Solimoes river; upstream of confluence with Negro,-3.285,-60.041,20050721,17.8,,,,,,1.0,,,,,28.6,29.3,,,5810.0,,2.504,2618.75,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-60.041 -3.285)
216,"Alin and Richey, 2012",medium river,-2.688,-60.324,20050725,17.8,,,,,,,,,,,25.8,30.1,,,11144.7,,0.856,1634.83,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-60.324 -2.688)
217,"Alin and Richey, 2012",medium river,-2.688,-60.324,20050725,17.8,,,,,,,,,,,25.8,30.1,,,11144.7,,0.808,1449.39,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-60.324 -2.688)
218,"Alin and Richey, 2012",medium river,-2.688,-60.324,20050725,17.8,,,,,,,,,,,25.8,30.1,,,11144.7,,0.848,1544.0,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-60.324 -2.688)
219,"Alin and Richey, 2012",medium river,-2.688,-60.324,20050725,17.8,,,,,,,,,,,25.8,30.1,,,11144.7,,0.744,1392.63,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-60.324 -2.688)
220,"Alin and Richey, 2012",medium river,-2.688,-60.324,20050726,18.0,,,,,,0.5,,,,,25.8,30.1,,,11144.7,,0.696,1286.67,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-60.324 -2.688)
221,"Alin and Richey, 2012",medium river,-2.688,-60.324,20050726,18.0,,,,,,0.5,,,,,25.8,30.1,,,11144.7,,0.712,1332.08,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-60.324 -2.688)
222,"Alin and Richey, 2012",medium river,-2.688,-60.324,20050726,18.0,,,,,,0.5,,,,,25.8,30.1,,,11144.7,,0.552,1006.63,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-60.324 -2.688)
223,"Alin and Richey, 2012",medium river,-2.688,-60.324,20050726,18.0,,,,,,0.5,,,,,25.8,30.1,,,11144.7,,0.16,0.0,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-60.324 -2.688)
224,"Alin and Richey, 2012",small river/large stream,-2.728,-60.453,20050726,18.0,,,,,,0.3,,,,,30.1,34.4,,,12523.4,,0.896,1895.94,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-60.453 -2.728)
225,"Alin and Richey, 2012",small river/large stream,-2.728,-60.453,20050726,18.0,,,,,,0.3,,,,,30.1,34.4,,,12523.4,,1.08,2255.45,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-60.453 -2.728)
226,"Alin and Richey, 2012",small river/large stream,-2.728,-60.453,20050726,18.0,,,,,,0.3,,,,,30.1,34.4,,,12523.4,,0.536,1112.59,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-60.453 -2.728)
227,"Alin and Richey, 2012",small river/large stream,-2.728,-60.453,20050726,18.0,,,,,,0.3,,,,,30.1,34.4,,,12523.4,,0.312,654.69,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-60.453 -2.728)
228,"Alin and Richey, 2012",medium river,-2.812,-60.474,20050727,20.0,,,,,,0.3,,,,,27.0,31.7,,,12615.8,,0.264,571.43,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-60.474 -2.812)
229,"Alin and Richey, 2012",medium river,-2.812,-60.474,20050727,20.0,,,,,,0.3,,,,,27.0,31.7,,,12615.8,,0.328,692.53,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-60.474 -2.812)
230,"Alin and Richey, 2012",medium river,-2.812,-60.474,20050727,20.0,,,,,,0.3,,,,,27.0,31.7,,,12615.8,,0.344,745.51,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-60.474 -2.812)
231,"Alin and Richey, 2012",medium river,-2.812,-60.474,20050727,20.0,,,,,,0.3,,,,,27.0,31.7,,,12615.8,,0.224,457.9,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-60.474 -2.812)
232,"Alin and Richey, 2012",small river; dry season; 200-300 m at most; very smoky,-7.682,-72.66,20050818,170.0,,,,,,1.4,,,,,28.5,30.5,,,3946.7,,5.984,4162.75,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-72.66 -7.682)
233,"Alin and Richey, 2012",small river; dry season; 200-300 m at most; very smoky,-7.682,-72.66,20050818,170.0,,,,,,1.4,,,,,28.5,30.5,,,3946.7,,2.84,2251.67,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-72.66 -7.682)
234,"Alin and Richey, 2012",small river; dry season; 200-300 m at most; very smoky,-7.682,-72.66,20050818,170.0,,,,,,1.4,,,,,28.5,30.5,,,3946.7,,4.088,2603.61,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-72.66 -7.682)
235,"Alin and Richey, 2012",small river; dry season; 200-300 m at most; very smoky,-7.682,-72.66,20050818,170.0,,,,,,1.4,,,,,28.5,30.5,,,3946.7,,7.8,4768.24,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-72.66 -7.682)
236,"Alin and Richey, 2012","river, somewhat toward blackwater; approximately 50-100 m wide",-7.652,-72.7,20050818,166.0,,,,,,1.0,,,,,28.4,24.6,,,1462.4,,13.12,2459.81,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-72.7 -7.652)
237,"Alin and Richey, 2012","river, somewhat toward blackwater; approximately 50-100 m wide",-7.652,-72.7,20050818,166.0,,,,,,1.0,,,,,28.4,24.6,,,1462.4,,12.808,2414.4,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-72.7 -7.652)
238,"Alin and Richey, 2012","river, somewhat toward blackwater; approximately 50-100 m wide",-7.652,-72.7,20050818,166.0,,,,,,1.0,,,,,28.4,24.6,,,1462.4,,12.896,2403.04,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-72.7 -7.652)
239,"Alin and Richey, 2012","river, somewhat toward blackwater; approximately 50-100 m wide",-7.652,-72.7,20050818,166.0,,,,,,1.0,,,,,28.4,24.6,,,1462.4,,12.64,2433.32,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-72.7 -7.652)
240,"Alin and Richey, 2012",100-200 m wide river; whitewater,-8.17,-70.391,20050820,173.0,,,,,,,,,,,29.9,30.0,,,1923.7,,10.096,2501.44,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-70.39100000000001 -8.17)
241,"Alin and Richey, 2012",100-200 m wide river; whitewater,-8.17,-70.391,20050820,173.0,,,,,,,,,,,29.9,30.0,,,1923.7,,9.88,2512.79,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-70.39100000000001 -8.17)
242,"Alin and Richey, 2012",100-200 m wide river; whitewater,-8.17,-70.391,20050820,173.0,,,,,,,,,,,29.9,30.0,,,1923.7,,9.552,2478.73,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-70.39100000000001 -8.17)
243,"Alin and Richey, 2012",100-200 m wide river; whitewater,-8.17,-70.391,20050820,173.0,,,,,,,,,,,29.9,30.0,,,1923.7,,10.472,2728.49,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-70.39100000000001 -8.17)
244,"Alin and Richey, 2012",100-200 m wide river; whitewater,-8.175,-70.773,20050820,160.0,,,,,,,,,,,27.9,30.0,,,1719.8,,21.952,0.0,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-70.773 -8.175000000000001)
245,"Alin and Richey, 2012",100-200 m wide river; whitewater,-8.175,-70.773,20050820,160.0,,,,,,,,,,,27.9,30.0,,,1719.8,,14.736,2630.1,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-70.773 -8.175000000000001)
246,"Alin and Richey, 2012",100-200 m wide river; whitewater,-8.175,-70.773,20050820,160.0,,,,,,,,,,,27.9,30.0,,,1719.8,,13.584,2486.3,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-70.773 -8.175000000000001)
247,"Alin and Richey, 2012",100-200 m wide river; whitewater,-8.175,-70.773,20050820,160.0,,,,,,,,,,,27.9,30.0,,,1719.8,,13.424,2599.83,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-70.773 -8.175000000000001)
248,"Alin and Richey, 2012",igarape river - 1-2 m wide; higher cation exchange capacity soil; pH near 6,-9.751,-67.672,20050826,173.0,,,,,,,,,,,23.5,30.0,,,3228.9,,1.296,375.03,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-67.672 -9.750999999999999)
249,"Alin and Richey, 2012",igarape - 1-2 m wide; higher cation exchange capacity soil; pH near 6,-9.751,-67.672,20050826,173.0,,,,,,,,,,,23.5,30.0,,,3228.9,,0.848,526.02,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-67.672 -9.750999999999999)
250,"Alin and Richey, 2012",igarape - 1-2 m wide; higher cation exchange capacity soil; pH near 6,-9.751,-67.672,20050826,173.0,,,,,,,,,,,23.5,30.0,,,3228.9,,1.208,389.78,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-67.672 -9.750999999999999)
251,"Alin and Richey, 2012",igarape - 1-2 m wide; higher cation exchange capacity soil; pH near 6,-9.751,-67.672,20050826,173.0,,,,,,,,,,,23.5,30.0,,,3228.9,,0.832,423.84,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-67.672 -9.750999999999999)
252,"Alin and Richey, 2012",150-250 m river channel width; whitewater; pH 6.8-8.6,-8.999,-68.596,20050829,125.0,,,,,,1.3,,,,,30.5,31.2,,,1374.9,,1.76,356.1,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-68.596 -8.999000000000001)
253,"Alin and Richey, 2012",150-250 m river channel width; whitewater; pH 6.8-8.6,-8.999,-68.596,20050829,125.0,,,,,,1.3,,,,,30.5,31.2,,,1374.9,,2.072,378.43,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-68.596 -8.999000000000001)
254,"Alin and Richey, 2012",150-250 m river channel width; whitewater; pH 6.8-8.6,-8.999,-68.596,20050829,125.0,,,,,,1.3,,,,,30.5,31.2,,,1374.9,,1.432,267.55,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-68.596 -8.999000000000001)
255,"Alin and Richey, 2012",150-250 m river channel width; whitewater; pH 6.8-8.6,-8.999,-68.596,20050829,125.0,,,,,,1.3,,,,,30.5,31.2,,,1374.9,,2.504,503.31,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-68.596 -8.999000000000001)
256,"Alin and Richey, 2012",igarape river - 1-2 m wide; low cation exchange capacity soil; more acidic than Humaita (pH avg 5-5.x),-10.066,-67.606,20050830,193.0,,,,,,0.4,,,,,24.7,31.3,,,2662.2,,3.088,1188.28,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-67.60599999999999 -10.066)
257,"Alin and Richey, 2012",igarape river - 1-2 m wide; low cation exchange capacity soil; more acidic than Humaita (pH avg 5-5.x),-10.066,-67.606,20050830,193.0,,,,,,0.4,,,,,24.7,31.3,,,2662.2,,2.44,1002.84,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-67.60599999999999 -10.066)
258,"Alin and Richey, 2012",igarape river - 1-2 m wide; low cation exchange capacity soil; more acidic than Humaita (pH avg 5-5.x),-10.066,-67.606,20050830,193.0,,,,,,0.4,,,,,24.7,31.3,,,2662.2,,2.56,1059.61,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-67.60599999999999 -10.066)
259,"Alin and Richey, 2012",igarape river - 1-2 m wide; low cation exchange capacity soil; more acidic than Humaita (pH avg 5-5.x),-10.066,-67.606,20050830,193.0,,,,,,0.4,,,,,24.7,31.3,,,2662.2,,2.632,1097.45,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-67.60599999999999 -10.066)
260,"Alin and Richey, 2012",100-200 m wide river; whitewater; maybe a little smaller,-10.011,-67.843,20050831,129.0,,,,,,0.8,,,,,30.7,37.0,,,1375.6,,7.304,1498.59,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-67.843 -10.011)
261,"Alin and Richey, 2012",100-200 m wide river; whitewater; maybe a little smaller,-10.011,-67.843,20050831,129.0,,,,,,0.8,,,,,30.7,37.0,,,1375.6,,15.912,0.0,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-67.843 -10.011)
262,"Alin and Richey, 2012",100-200 m wide river; whitewater; maybe a little smaller,-10.011,-67.843,20050831,129.0,,,,,,0.8,,,,,30.7,37.0,,,1375.6,,9.56,1665.1,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-67.843 -10.011)
263,"Alin and Richey, 2012",100-200 m wide river; whitewater; maybe a little smaller,-10.011,-67.843,20050831,129.0,,,,,,0.8,,,,,30.7,37.0,,,1375.6,,8.944,1460.75,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-67.843 -10.011)
264,"Alin and Richey, 2012",2 km upstream from PVH; single river channel; low water (drought!); close to rocks but before rapids; channel width approximately 500 m,-8.801,-63.95,20050904,50.0,,,,,,0.5,,,,,28.1,36.0,,,1110.4,,2.216,356.1,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-63.95 -8.801)
265,"Alin and Richey, 2012",2 km upstream from PVH; single river channel; low water (drought!); close to rocks but before rapids; channel width approximately 500 m,-8.801,-63.95,20050904,50.0,,,,,,0.5,,,,,28.1,36.0,,,1110.4,,2.216,255.06,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-63.95 -8.801)
266,"Alin and Richey, 2012",2 km upstream from PVH; single river channel; low water (drought!); close to rocks but before rapids; channel width approximately 500 m,-8.801,-63.95,20050904,50.0,,,,,,0.5,,,,,28.1,36.0,,,1110.4,,1.976,267.55,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-63.95 -8.801)
267,"Alin and Richey, 2012",2 km upstream from PVH; single river channel; low water (drought!); close to rocks but before rapids; channel width approximately 500 m,-8.801,-63.95,20050904,50.0,,,,,,0.5,,,,,28.1,36.0,,,1110.4,,4.608,700.1,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-63.95 -8.801)
268,"Alin and Richey, 2012",rivers less than 100 m wide,-11.398,-61.445,20061125,180.0,,,,,,0.8,,,,,26.3,28.9,,,,,,692.53,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.445 -11.398)
269,"Alin and Richey, 2012",rivers less than 100 m wide,-11.398,-61.445,20061125,180.0,,,,,,0.8,,,,,26.3,28.9,,,,,,647.12,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.445 -11.398)
270,"Alin and Richey, 2012",rivers less than 100 m wide,-11.398,-61.445,20061125,180.0,,,,,,0.8,,,,,26.3,28.9,,,,,,1165.57,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.445 -11.398)
271,"Alin and Richey, 2012",rivers less than 100 m wide,-11.398,-61.445,20061125,180.0,,,,,,0.8,,,,,26.3,28.9,,,,,,896.88,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.445 -11.398)
272,"Alin and Richey, 2012",rivers less than 100 m wide,-11.507,-61.356,20061125,180.0,,,,,,0.8,,,,,28.5,31.3,,,2416.052891,,0.486077,183.16,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.356 -11.507)
273,"Alin and Richey, 2012",rivers less than 100 m wide,-11.507,-61.356,20061125,180.0,,,,,,0.8,,,,,28.5,31.3,,,2416.052891,,0.8892,337.56,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.356 -11.507)
274,"Alin and Richey, 2012",rivers less than 100 m wide,-11.507,-61.356,20061125,180.0,,,,,,0.8,,,,,28.5,31.3,,,2416.052891,,0.605287,238.41,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.356 -11.507)
275,"Alin and Richey, 2012",rivers less than 100 m wide,-11.073,-61.922,20061127,180.0,,,,,,1.1,,,,,28.1,29.0,,,3917.523126,,4.490968,2959.34,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.922 -11.073)
276,"Alin and Richey, 2012",rivers less than 100 m wide,-11.073,-61.922,20061127,180.0,,,,,,1.1,,,,,28.1,29.0,,,3917.523126,,3.746243,2493.87,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.922 -11.073)
277,"Alin and Richey, 2012",rivers less than 100 m wide,-11.073,-61.922,20061127,180.0,,,,,,1.1,,,,,28.1,29.0,,,3917.523126,,4.188068,2842.02,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.922 -11.073)
278,"Alin and Richey, 2012",rivers less than 100 m wide,-11.133,-61.901,20061127,180.0,,,,,,0.4,,,,,29.3,27.4,,,,,,2421.96,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.901 -11.133)
279,"Alin and Richey, 2012",rivers less than 100 m wide,-11.133,-61.901,20061127,180.0,,,,,,0.4,,,,,29.3,27.4,,,,,,2437.1,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.901 -11.133)
280,"Alin and Richey, 2012",rivers less than 100 m wide,-11.133,-61.901,20061127,180.0,,,,,,0.4,,,,,29.3,27.4,,,,,,2414.4,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.901 -11.133)
281,"Alin and Richey, 2012",rivers less than 100 m wide,-11.727,-61.645,20061130,180.0,,,,,,0.4,,,,,27.9,30.1,,,,,,923.37,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.645 -11.727)
282,"Alin and Richey, 2012",rivers less than 100 m wide,-11.727,-61.645,20061130,180.0,,,,,,0.4,,,,,27.9,30.1,,,,,,756.86,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.645 -11.727)
283,"Alin and Richey, 2012",rivers less than 100 m wide,-11.727,-61.645,20061130,180.0,,,,,,0.4,,,,,27.9,30.1,,,,,,772.0,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.645 -11.727)
284,"Alin and Richey, 2012",rivers less than 100 m wide,-11.727,-61.645,20061130,180.0,,,,,,0.4,,,,,27.9,30.1,,,,,,885.53,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.645 -11.727)
285,"Alin and Richey, 2012",rivers less than 100 m wide,-11.727,-61.545,20061130,180.0,,,,,,1.0,,,,,28.6,30.0,,,,,,230.47,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.545 -11.727)
286,"Alin and Richey, 2012",rivers less than 100 m wide,-11.727,-61.545,20061130,180.0,,,,,,1.0,,,,,28.6,30.0,,,,,,239.17,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.545 -11.727)
287,"Alin and Richey, 2012",rivers less than 100 m wide,-11.727,-61.545,20061130,180.0,,,,,,1.0,,,,,28.6,30.0,,,,,,299.34,,"Alin, S.R., and J.E. Richey. 2012. LBA-ECO CD-06 CO2 Exchange in River Systems Across the Amazon Basin: 2004-2007.",POINT (-61.545 -11.727)
