,Reference,Site Type,Latitude,Longitude,DateTime,Altitude,Discharge,Stream Slope,Width,Depth,Flow Velocity,Wind Speed,POC,DOC,TOC,pH,Water Temperature,Air Temperature,DO,Chl a,CO2,k,k600,CO2 Flux,CO2 Flux.1,Source,geometry
3278,Borges et al 2015b,river,-2.25862,-55.40277,39113,,,,,,,,,,,,32.1,,,,650.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-55.40277 -2.25862)
3279,Borges et al 2015b,river,-2.23288,-55.47665,39113,,,,,,,,,,,,32.2,,,,500.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-55.47665 -2.23288)
3280,Borges et al 2015b,river,-2.21038,-55.34187,39114,,,,,,,,,,,,30.9,,,,810.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-55.34187 -2.21038)
3281,Borges et al 2015b,river,-2.2883,-55.35533,39114,,,,,,,,,,,,32.0,,,,600.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-55.35533 -2.2883)
3282,Borges et al 2015b,river,-2.17063,-54.93262,39117,,,,,,,,,,,,31.7,,,,230.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-54.93262 -2.17063)
3283,Borges et al 2015b,river,-3.30493,-60.1742,39580,,,,,,,,,,,,27.4,,,,5850.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.1742 -3.30493)
3284,Borges et al 2015b,river,-3.32687,-60.5523,39582,,,,,,,,,,,,27.6,,,,5780.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.5523 -3.32687)
3285,Borges et al 2015b,river,-3.07593,-60.26462,39580,,,,,,,,,,,,28.8,,,,4600.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.26462 -3.07593)
3286,Borges et al 2015b,river,-3.11915,-60.438,39579,,,,,,,,,,,,29.3,,,,10100.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.438 -3.11915)
3287,Borges et al 2015b,river,-3.1288,-60.92015,39581,,,,,,,,,,,,30.1,,,,8400.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.92015 -3.1288)
3288,Borges et al 2015b,river,-3.18195,-60.78375,39581,,,,,,,,,,,,29.9,,,,5900.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.78375 -3.18195)
3289,Borges et al 2015b,river,-3.31267,-60.81535,39582,,,,,,,,,,,,29.3,,,,7200.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.81535 -3.31267)
3290,Borges et al 2015b,river,-3.35165,-60.82795,39582,,,,,,,,,,,,30.5,,,,5550.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.82795 -3.35165)
3291,Borges et al 2015b,river,-3.29097,-60.74382,39582,,,,,,,,,,,,30.2,,,,2630.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.74382 -3.29097)
3292,Borges et al 2015b,river,-3.39663,-60.2873,39583,,,,,,,,,,,,29.0,,,,6020.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.2873 -3.39663)
3293,Borges et al 2015b,river,-3.38935,-60.31862,39583,,,,,,,,,,,,30.6,,,,4260.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31862 -3.38935)
3294,Borges et al 2015b,river,-3.38397,-60.28595,39583,,,,,,,,,,,,32.0,,,,4400.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.28595 -3.38397)
3295,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,28.7,,,,7387.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3296,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,28.2,,,,7607.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3297,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,28.6,,,,7013.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3298,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,28.5,,,,7609.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3299,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,28.4,,,,7305.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3300,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,28.4,,,,7466.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3301,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,28.3,,,,7538.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3302,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,28.4,,,,7048.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3303,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,28.3,,,,7104.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3304,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,28.3,,,,7144.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3305,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,28.4,,,,6973.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3306,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,28.4,,,,6962.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3307,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,29.4,,,,5214.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3308,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,29.5,,,,4740.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3309,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,29.8,,,,4674.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3310,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,30.5,,,,3954.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3311,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,30.2,,,,3932.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3312,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,29.9,,,,4355.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3313,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,29.5,,,,4350.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3314,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,29.3,,,,5005.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3315,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,29.2,,,,5345.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3316,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,29.1,,,,5606.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3317,Borges et al 2015b,river,-3.39475,-60.31215,39584,,,,,,,,,,,,29.1,,,,5519.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3318,Borges et al 2015b,river,-3.39475,-60.31215,39585,,,,,,,,,,,,29.1,,,,5772.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.31215 -3.39475)
3319,Borges et al 2015b,river,-3.15952,-59.4169,39730,,,,,,,,,,,,30.2,,,,2780.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-59.4169 -3.15952)
3320,Borges et al 2015b,river,-3.16335,-58.43252,39731,,,,,,,,,,,,30.6,,,,2500.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-58.43252 -3.16335)
3321,Borges et al 2015b,river,-2.40555,-57.55097,39732,,,,,,,,,,,,30.9,,,,3090.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-57.55097 -2.40555)
3322,Borges et al 2015b,river,-2.53278,-57.01655,39732,,,,,,,,,,,,30.6,,,,2950.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-57.01655 -2.53278)
3323,Borges et al 2015b,river,-2.16545,-56.14787,39733,,,,,,,,,,,,30.8,,,,3050.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-56.14787 -2.16545)
3324,Borges et al 2015b,river,-1.91328,-55.55533,39733,,,,,,,,,,,,30.9,,,,2860.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-55.55533 -1.91328)
3325,Borges et al 2015b,river,-3.07015,-60.2621,39729,,,,,,,,,,,,30.8,,,,2700.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.2621 -3.07015)
3326,Borges et al 2015b,river,-3.40993,-58.78958,39730,,,,,,,,,,,,31.5,,,,1300.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-58.78958 -3.40993)
3327,Borges et al 2015b,river,-2.83812,-58.18635,39732,,,,,,,,,,,,31.0,,,,2030.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-58.18635 -2.83812)
3328,Borges et al 2015b,river,-3.37558,-60.26953,39728,,,,,,,,,,,,30.3,,,,70.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.26953 -3.37558)
3329,Borges et al 2015b,river,-3.38663,-60.29113,39728,,,,,,,,,,,,29.5,,,,90.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-60.29113 -3.38663)
3330,Borges et al 2015b,river,-2.79127,-58.10597,39732,,,,,,,,,,,,31.9,,,,750.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-58.10597 -2.79127)
3331,Borges et al 2015b,river,-2.25062,-55.35125,39734,,,,,,,,,,,,29.8,,,,1000.0,,,,,"Borges, A.V., Abril, G., Darchambeau, F., Teodoru, C.R., Deborde, J., Vidal, L.O., Lambert, T. and Bouillon, S. (2015) Divergent biophysical controls of aquatic CO2 and CH4 in the World's two largest rivers. Scientific Reports 5, 10.",POINT (-55.35125 -2.25062)
